# Admin-default TalentBuild picks — generated by wow:export-default-talents.
# Applied by wow:apply-default-talents — deliberately NOT wired into import:spelldata
# automatically, so an admin actively re-curating a live build via /admin/talent-builds
# does not get silently reverted by an unrelated routine spell-data re-import.
# Re-export after any deliberate build change you want to become the new baseline
# for fresh environments.
#
# Format: class_slug | spec_slug | kind(pve|pvp) | spell_id | rank | name (comment only)
#   - pve rows: rank disambiguates a multi-rank node sharing one spell_id across ranks.
#   - pvp rows: rank is always blank (PvP talents have no rank concept).
# Regenerated wholesale each export — do not hand-edit, re-export instead.

# Death Knight / Blood (exported 2026-08-18)
deathknight | blood | pve | 205727 | 1 | Anti-Magic Barrier
warlock | demonology | pve | 449638 | 1 | Shadow of Death
warlock | demonology | pve | 449704 | 1 | Shared Fate
warlock | demonology | pve | 1268889 | 1 | Shared Vessel
warlock | demonology | pve | 449624 | 1 | Soul Anathema
warlock | demonology | pve | 108370 | 1 | Soul Leech
warlock | demonology | pve | 108415 | 2 | Soul Link
warlock | demonology | pve | 385899 | 1 | Soulburn
warlock | demonology | pve | 428394 | 1 | Spiteful Reconstitution
warlock | demonology | pve | 1276661 | 1 | Stabilized Portals
warlock | demonology | pve | 317138 | 1 | Strength of Will
warlock | demonology | pve | 265187 | 1 | Summon Demonic Tyrant
warlock | demonology | pve | 1276672 | 1 | Summon Doomguard
warlock | demonology | pve | 1251778 | 1 | Summon Vilefiend
warlock | demonology | pve | 452902 | 1 | Swift Artifice
warlock | demonology | pve | 385881 | 1 | Teachings of the Black Harvest
warlock | demonology | pve | 1281511 | 1 | To Hell and Back
warlock | demonology | pve | 1276746 | 1 | Tyrant's Oblation
warlock | demonology | pve | 449631 | 1 | Wicked Reaping
warlock | demonology | pvp | 212459 | | Call Fel Lord
warlock | demonology | pvp | 409835 | | Impish Instincts
warlock | demonology | pvp | 410598 | | Soul Rip

# Warlock / Destruction (exported 2026-08-18)
warlock | destruction | pve | 389609 | 1 | Abyss Walker
warlock | destruction | pve | 1266803 | 1 | Alzzin's Iniquity
warlock | destruction | pve | 387252 | 2 | Ashen Remains
warlock | destruction | pve | 440059 | 1 | Aura of Enfeeblement
warlock | destruction | pve | 1245089 | 1 | Avatar of Destruction
warlock | destruction | pve | 196406 | 1 | Backdraft
warlock | destruction | pve | 387384 | 2 | Backlash
warlock | destruction | pve | 710 | 1 | Banish
warlock | destruction | pve | 440043 | 1 | Blackened Soul
warlock | destruction | pve | 440051 | 1 | Bleakheart Tactics
warlock | destruction | pve | 111400 | 1 | Burning Rush
warlock | destruction | pve | 116858 | 1 | Chaos Bolt
warlock | destruction | pve | 387275 | 1 | Chaos Incarnate
warlock | destruction | pve | 1244788 | 1 | Chaotic Inferno
warlock | destruction | pve | 17962 | 1 | Conflagrate
warlock | destruction | pve | 387108 | 1 | Conflagration of Chaos
warlock | destruction | pve | 417234 | 1 | Crashing Chaos
warlock | destruction | pve | 334275 | 1 | Curse of Exhaustion
warlock | destruction | pve | 1714 | 1 | Curse of Tongues
warlock | destruction | pve | 108416 | 1 | Dark Pact
warlock | destruction | pve | 219272 | 2 | Demon Skin
warlock | destruction | pve | 268358 | 1 | Demonic Circle
warlock | destruction | pve | 288843 | 1 | Demonic Embrace
warlock | destruction | pve | 386617 | 1 | Demonic Fortitude
warlock | destruction | pve | 111771 | 1 | Demonic Gateway
warlock | destruction | pve | 389590 | 1 | Demonic Resilience
warlock | destruction | pve | 454735 | 2 | Devastation
warlock | destruction | pve | 1266805 | 1 | Devil Fruit
warlock | destruction | pve | 387173 | 1 | Diabolic Embers
warlock | destruction | pve | 1265770 | 1 | Embers of Nihilam
warlock | destruction | pve | 454744 | 1 | Emberstorm
warlock | destruction | pve | 1271699 | 1 | Empowered Healthstone
warlock | destruction | pve | 388827 | 1 | Explosive Potential
warlock | destruction | pve | 386124 | 2 | Fel Armor
warlock | destruction | pve | 333889 | 1 | Fel Domination
warlock | destruction | pve | 389367 | 2 | Fel Synergy
warlock | destruction | pve | 1245633 | 1 | Fiendish Cruelty
warlock | destruction | pve | 386110 | 1 | Fiendish Stride
warlock | destruction | pve | 196408 | 1 | Fire and Brimstone
warlock | destruction | pve | 387259 | 1 | Flashpoint
warlock | destruction | pve | 1271694 | 1 | Fortified Soul
warlock | destruction | pve | 1265813 | 1 | Foul Mouth
warlock | destruction | pve | 386686 | 1 | Frequent Donor
warlock | destruction | pve | 1265801 | 1 | Frequent Traveler
warlock | destruction | pve | 1270701 | 1 | Gorefiend's Avarice
warlock | destruction | pve | 80240 | 1 | Havoc
warlock | destruction | pve | 5484 | 1 | Howl of Terror
warlock | destruction | pve | 456951 | 1 | Improved Chaos Bolt
warlock | destruction | pve | 231793 | 1 | Improved Conflagrate
warlock | destruction | pve | 1244460 | 1 | Improved Havoc
warlock | destruction | pve | 1265816 | 1 | Improved Mortal Coil
warlock | destruction | pve | 1265810 | 1 | Infernal Beneficiary
warlock | destruction | pve | 1280483 | 1 | Inferno
warlock | destruction | pve | 442726 | 1 | Malevolence
warlock | destruction | pve | 440045 | 1 | Mark of Peroth'arn
warlock | destruction | pve | 440046 | 1 | Mark of Xavius
warlock | destruction | pve | 6789 | 1 | Mortal Coil
warlock | destruction | pve | 386648 | 1 | Nightmare
warlock | destruction | pve | 1270255 | 1 | Oppressive Darkness
warlock | destruction | pve | 386689 | 1 | Pact of Gluttony
warlock | destruction | pve | 1270693 | 1 | Pact of the Annihilan
warlock | destruction | pve | 1270695 | 1 | Pact of the Eredar
warlock | destruction | pve | 1270690 | 1 | Pact of the Nathrezim
warlock | destruction | pve | 1270691 | 1 | Pact of the Satyr
warlock | destruction | pve | 1244284 | 1 | Practiced Chaos
warlock | destruction | pve | 5740 | 1 | Rain of Fire
warlock | destruction | pve | 205148 | 1 | Reverse Entropy
warlock | destruction | pve | 1244310 | 1 | Roaring Blaze
warlock | destruction | pve | 387103 | 2 | Ruin
warlock | destruction | pve | 388832 | 1 | Scalding Flames
warlock | destruction | pve | 440055 | 1 | Seeds of Their Demise
warlock | destruction | pve | 17877 | 1 | Shadowburn
warlock | destruction | pve | 6353 | 1 | Soul Fire
warlock | destruction | pve | 108370 | 1 | Soul Leech
warlock | destruction | pve | 108415 | 2 | Soul Link
warlock | destruction | pve | 385899 | 1 | Soulburn
warlock | destruction | pve | 317138 | 1 | Strength of Will
warlock | destruction | pve | 453105 | 1 | Summoner's Embrace
warlock | destruction | pve | 452902 | 1 | Swift Artifice
warlock | destruction | pve | 385881 | 1 | Teachings of the Black Harvest
warlock | destruction | pve | 1266799 | 1 | Through the Felvine
warlock | destruction | pve | 445468 | 1 | Wither
warlock | destruction | pve | 440040 | 1 | Xalan's Cruelty
warlock | destruction | pve | 440044 | 1 | Xalan's Ferocity
warlock | destruction | pve | 440065 | 1 | Zevrim's Resilience
warlock | destruction | pvp | 200586 | | Fel Fissure
warlock | destruction | pvp | 409835 | | Impish Instincts
warlock | destruction | pvp | 353294 | | Shadow Rift
warlock | destruction | pvp | 410598 | | Soul Rip

# Warrior / Arms (exported 2026-08-18)
warrior | arms | pve | 152278 | 1 | Anger Management
warrior | arms | pve | 384124 | 2 | Armored to the Teeth
warrior | arms | pve | 107574 | 1 | Avatar
warrior | arms | pve | 383082 | 1 | Barbaric Training
warrior | arms | pve | 386164 | 1 | Battle Stance
warrior | arms | pve | 424742 | 1 | Battlefield Commander
warrior | arms | pve | 384100 | 1 | Berserker Shout
warrior | arms | pve | 227847 | 1 | Bladestorm
warrior | arms | pve | 383287 | 2 | Bloodborne
warrior | arms | pve | 383154 | 1 | Bloodletting
warrior | arms | pve | 384361 | 1 | Bloodsurge
warrior | arms | pve | 202163 | 1 | Bounding Stride
warrior | arms | pve | 1261049 | 1 | Broad Strokes
warrior | arms | pve | 376079 | 1 | Champion's Spear
warrior | arms | pve | 845 | 1 | Cleave
warrior | arms | pve | 334779 | 1 | Collateral Damage
warrior | arms | pve | 167105 | 1 | Colossus Smash
warrior | arms | pve | 203201 | 1 | Crackling Thunder
warrior | arms | pve | 389306 | 2 | Critical Thinking
warrior | arms | pve | 392777 | 2 | Cruel Strikes
warrior | arms | pve | 382764 | 1 | Crushing Force
warrior | arms | pve | 444778 | 1 | Culling Cyclone
warrior | arms | pve | 1270718 | 1 | Deadly Focus
warrior | arms | pve | 444770 | 1 | Death Drive
warrior | arms | pve | 1261060 | 1 | Deep Wounds
warrior | arms | pve | 386208 | 1 | Defensive Stance
warrior | arms | pve | 118038 | 1 | Die by the Sword
warrior | arms | pve | 103827 | 1 | Double Time
warrior | arms | pve | 262150 | 1 | Dreadnaught
warrior | arms | pve | 1261047 | 1 | Efficiency
warrior | arms | pve | 386634 | 1 | Executioner's Precision
warrior | arms | pve | 382260 | 1 | Fast Footwork
warrior | arms | pve | 202316 | 1 | Fervor of Battle
warrior | arms | pve | 1271926 | 1 | Field Dressing
warrior | arms | pve | 392792 | 1 | Frothing Berserker
warrior | arms | pve | 383103 | 1 | Fueled by Violence
warrior | arms | pve | 6544 | 1 | Heroic Leap
warrior | arms | pve | 391271 | 1 | Honed Reflexes
warrior | arms | pve | 444769 | 1 | Imminent Demise
warrior | arms | pve | 383430 | 1 | Impale
warrior | arms | pve | 202168 | 1 | Impending Victory
warrior | arms | pve | 316405 | 1 | Improved Execute
warrior | arms | pve | 385571 | 1 | Improved Overpower
warrior | arms | pve | 3411 | 1 | Intervene
warrior | arms | pve | 3411 | 1 | Intervene
warrior | arms | pve | 3411 | 1 | Intervene
warrior | arms | pve | 5246 | 1 | Intimidating Shout
warrior | arms | pve | 1271948 | 1 | Javelineer
warrior | arms | pve | 382258 | 1 | Leeching Strikes
warrior | arms | pve | 1273062 | 1 | Martial Prowess
warrior | arms | pve | 281001 | 1 | Massacre
warrior | arms | pve | 1261057 | 1 | Master Tactician
warrior | arms | pve | 1261057 | 1 | Master Tactician
warrior | arms | pve | 1269314 | 1 | Master of Warfare
warrior | arms | pve | 12294 | 1 | Mortal Strike
warrior | arms | pve | 1261062 | 1 | Mortal Wounds
warrior | arms | pve | 444774 | 1 | Opportunist
warrior | arms | pve | 7384 | 1 | Overpower
warrior | arms | pve | 400205 | 1 | Overpowering Finish
warrior | arms | pve | 444772 | 1 | Overwhelming Blades
warrior | arms | pve | 382767 | 1 | Overwhelming Rage
warrior | arms | pve | 382549 | 1 | Pain and Gain
warrior | arms | pve | 1261050 | 1 | Powerful Momentum
warrior | arms | pve | 97462 | 1 | Rallying Cry
warrior | arms | pve | 444775 | 1 | Reap the Storm
warrior | arms | pve | 382939 | 2 | Reinforced Plates
warrior | arms | pve | 772 | 1 | Rend
warrior | arms | pve | 1243660 | 1 | Resonant Voice
warrior | arms | pve | 275339 | 1 | Rumbling Earth
warrior | arms | pve | 29838 | 1 | Second Wind
warrior | arms | pve | 383341 | 2 | Sharpened Blades
warrior | arms | pve | 64382 | 1 | Shattering Throw
warrior | arms | pve | 46968 | 1 | Shockwave
warrior | arms | pve | 444771 | 1 | Show No Mercy
warrior | arms | pve | 444767 | 1 | Slayer's Dominance
warrior | arms | pve | 444779 | 1 | Slayer's Malice
warrior | arms | pve | 23920 | 1 | Spell Reflection
warrior | arms | pve | 1280961 | 1 | Stance Mastery
warrior | arms | pve | 107570 | 1 | Storm Bolt
warrior | arms | pve | 400803 | 2 | Strength of Arms
warrior | arms | pve | 29725 | 1 | Sudden Death
warrior | arms | pve | 1261051 | 1 | Tactical Edge
warrior | arms | pve | 184783 | 1 | Tactician
warrior | arms | pve | 6343 | 1 | Thunder Clap
warrior | arms | pve | 382896 | 2 | Two-Handed Weapon Specialization
warrior | arms | pve | 386628 | 1 | Unhinged
warrior | arms | pve | 444780 | 1 | Unrelenting Onslaught
warrior | arms | pve | 444777 | 1 | Vicious Agility
warrior | arms | pve | 1270717 | 1 | Violent Euphoria
warrior | arms | pve | 262231 | 1 | War Machine
warrior | arms | pve | 382946 | 2 | Wild Strikes
warrior | arms | pvp | 1227751 | | Berserker Roar
warrior | arms | pvp | 236077 | | Disarm
warrior | arms | pvp | 424654 | | Safeguard
warrior | arms | pvp | 1219165 | | Sharpen Blade

# Warrior / Fury (exported 2026-08-18)
warrior | fury | pve | 152278 | 1 | Anger Management
warrior | fury | pve | 384124 | 2 | Armored to the Teeth
warrior | fury | pve | 107574 | 1 | Avatar
warrior | fury | pve | 437134 | 1 | Avatar of the Storm
warrior | fury | pve | 383082 | 1 | Barbaric Training
warrior | fury | pve | 424742 | 1 | Battlefield Commander
warrior | fury | pve | 384100 | 1 | Berserker Shout
warrior | fury | pve | 386196 | 1 | Berserker Stance
warrior | fury | pve | 385703 | 1 | Bloodborne
warrior | fury | pve | 393950 | 1 | Bloodcraze
warrior | fury | pve | 23881 | 1 | Bloodthirst
warrior | fury | pve | 202163 | 1 | Bounding Stride
warrior | fury | pve | 437118 | 1 | Burst of Power
warrior | fury | pve | 1270724 | 1 | Capacitance
warrior | fury | pve | 376079 | 1 | Champion's Spear
warrior | fury | pve | 383959 | 1 | Cold Steel, Hot Blood
warrior | fury | pve | 1270723 | 1 | Conductivity
warrior | fury | pve | 203201 | 1 | Crackling Thunder
warrior | fury | pve | 436707 | 1 | Crashing Thunder
warrior | fury | pve | 383297 | 2 | Critical Thinking
warrior | fury | pve | 392777 | 2 | Cruel Strikes
warrior | fury | pve | 392931 | 2 | Cruelty
warrior | fury | pve | 382764 | 1 | Crushing Force
warrior | fury | pve | 1261060 | 1 | Deep Wounds
warrior | fury | pve | 386208 | 1 | Defensive Stance
warrior | fury | pve | 383295 | 2 | Deft Experience
warrior | fury | pve | 103827 | 1 | Double Time
warrior | fury | pve | 382900 | 2 | Dual Wield Specialization
warrior | fury | pve | 184364 | 1 | Enraged Regeneration
warrior | fury | pve | 1265570 | 1 | Executioner's Wrath
warrior | fury | pve | 382260 | 1 | Fast Footwork
warrior | fury | pve | 1271926 | 1 | Field Dressing
warrior | fury | pve | 437079 | 1 | Flashing Skies
warrior | fury | pve | 383486 | 1 | Focus in Chaos
warrior | fury | pve | 383848 | 1 | Frenzied Enrage
warrior | fury | pve | 335077 | 1 | Frenzy
warrior | fury | pve | 215568 | 1 | Fresh Meat
warrior | fury | pve | 392792 | 1 | Frothing Berserker
warrior | fury | pve | 436148 | 1 | Ground Current
warrior | fury | pve | 383877 | 1 | Hack and Slash
warrior | fury | pve | 6544 | 1 | Heroic Leap
warrior | fury | pve | 391271 | 1 | Honed Reflexes
warrior | fury | pve | 202168 | 1 | Impending Victory
warrior | fury | pve | 316402 | 1 | Improved Execute
warrior | fury | pve | 383854 | 1 | Improved Raging Blow
warrior | fury | pve | 12950 | 1 | Improved Whirlwind
warrior | fury | pve | 3411 | 1 | Intervene
warrior | fury | pve | 3411 | 1 | Intervene
warrior | fury | pve | 3411 | 1 | Intervene
warrior | fury | pve | 5246 | 1 | Intimidating Shout
warrior | fury | pve | 383468 | 1 | Invigorating Fury
warrior | fury | pve | 1271948 | 1 | Javelineer
warrior | fury | pve | 438590 | 1 | Keep Your Feet on the Ground
warrior | fury | pve | 1265361 | 1 | Kill or Be Killed
warrior | fury | pve | 382258 | 1 | Leeching Strikes
warrior | fury | pve | 434969 | 1 | Lightning Strikes
warrior | fury | pve | 206315 | 1 | Massacre
warrior | fury | pve | 280392 | 1 | Meat Cleaver
warrior | fury | pve | 385059 | 1 | Odyn's Fury
warrior | fury | pve | 382767 | 1 | Overwhelming Rage
warrior | fury | pve | 382549 | 1 | Pain and Gain
warrior | fury | pve | 1265356 | 1 | Ragedrinker
warrior | fury | pve | 85288 | 1 | Raging Blow
warrior | fury | pve | 97462 | 1 | Rallying Cry
warrior | fury | pve | 184367 | 1 | Rampage
warrior | fury | pve | 1269308 | 1 | Rampaging Berserker
warrior | fury | pve | 396749 | 1 | Reckless Abandon
warrior | fury | pve | 1719 | 1 | Recklessness
warrior | fury | pve | 382939 | 2 | Reinforced Plates
warrior | fury | pve | 772 | 1 | Rend
warrior | fury | pve | 1243660 | 1 | Resonant Voice
warrior | fury | pve | 275339 | 1 | Rumbling Earth
warrior | fury | pve | 1265355 | 1 | Scent of Blood
warrior | fury | pve | 29838 | 1 | Second Wind
warrior | fury | pve | 64382 | 1 | Shattering Throw
warrior | fury | pve | 46968 | 1 | Shockwave
warrior | fury | pve | 23920 | 1 | Spell Reflection
warrior | fury | pve | 383852 | 2 | Spite
warrior | fury | pve | 1280961 | 1 | Stance Mastery
warrior | fury | pve | 107570 | 1 | Storm Bolt
warrior | fury | pve | 438597 | 1 | Storm Shield
warrior | fury | pve | 275336 | 1 | Storm Surge
warrior | fury | pve | 437068 | 1 | Strength of the Mountain
warrior | fury | pve | 29725 | 1 | Sudden Death
warrior | fury | pve | 1265359 | 1 | Surge of Adrenaline
warrior | fury | pve | 436152 | 1 | Thorim's Might
warrior | fury | pve | 435607 | 1 | Thunder Blast
warrior | fury | pve | 6343 | 1 | Thunder Clap
warrior | fury | pve | 383885 | 1 | Vicious Contempt
warrior | fury | pve | 262231 | 1 | War Machine
warrior | fury | pve | 208154 | 1 | Warpaint
warrior | fury | pve | 382946 | 2 | Wild Strikes
warrior | fury | pve | 392936 | 1 | Wrath and Fury
warrior | fury | pvp | 236077 | | Disarm
warrior | fury | pvp | 411764 | | Enduring Rage
warrior | fury | pvp | 424654 | | Safeguard
warrior | fury | pvp | 352998 | | Slaughterhouse

# Warrior / Protection (exported 2026-08-18)
warrior | protection | pve | 152278 | 1 | Anger Management
warrior | protection | pve | 1234769 | 1 | Armor Specialization
warrior | protection | pve | 384124 | 2 | Armored to the Teeth
warrior | protection | pve | 107574 | 1 | Avatar
warrior | protection | pve | 437134 | 1 | Avatar of the Storm
warrior | protection | pve | 383082 | 1 | Barbaric Training
warrior | protection | pve | 386164 | 1 | Battle Stance
warrior | protection | pve | 386394 | 1 | Battle-Scarred Veteran
warrior | protection | pve | 424742 | 1 | Battlefield Commander
warrior | protection | pve | 384100 | 1 | Berserker Shout
warrior | protection | pve | 202560 | 1 | Best Served Cold
warrior | protection | pve | 385704 | 1 | Bloodborne
warrior | protection | pve | 384361 | 1 | Bloodsurge
warrior | protection | pve | 202743 | 1 | Booming Voice
warrior | protection | pve | 202163 | 1 | Bounding Stride
warrior | protection | pve | 386030 | 1 | Brace For Impact
warrior | protection | pve | 384036 | 1 | Brutal Vitality
warrior | protection | pve | 437118 | 1 | Burst of Power
warrior | protection | pve | 1270724 | 1 | Capacitance
warrior | protection | pve | 376079 | 1 | Champion's Spear
warrior | protection | pve | 1270723 | 1 | Conductivity
warrior | protection | pve | 203201 | 1 | Crackling Thunder
warrior | protection | pve | 436707 | 1 | Crashing Thunder
warrior | protection | pve | 392777 | 2 | Cruel Strikes
warrior | protection | pve | 382764 | 1 | Crushing Force
warrior | protection | pve | 1261060 | 1 | Deep Wounds
warrior | protection | pve | 397103 | 1 | Defender's Aegis
warrior | protection | pve | 386208 | 1 | Defensive Stance
